anchor,positive,negative
"233, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","69, Saint Botolph Street, Unit 2, Boston, Suffolk County, Massachusetts, 02116","101, Canal Street, Unit 802, Boston, Suffolk County, Massachusetts, 02114"
"12, Commonwealth Avenue, Unit 202, Boston, Suffolk County, Massachusetts, 02116","50, Commonwealth Avenue, Unit 905, Boston, Suffolk County, Massachusetts, 02116","1293, Washington Street, Unit 218, Boston, Suffolk County, Massachusetts, 02118"
"69, Saint Botolph Street, Unit 2, Boston, Suffolk County, Massachusetts, 02116","150, Huntington Avenue, Unit sk9, Boston, Suffolk County, Massachusetts, 02115","65, Martha Road, Unit 2l, Boston, Suffolk County, Massachusetts, 02114"
"17, Cortes Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","9, Fayette Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","1, Emerson Place, Unit 10a, Boston, Suffolk County, Massachusetts, 02114"
"160, Commonwealth Avenue, Unit 503, Boston, Suffolk County, Massachusetts, 02116","201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","10, Emerson Place, Unit 17h, Boston, Suffolk County, Massachusetts, 02114"
"151, Warren Avenue, Boston, Suffolk County, Massachusetts, 02116","663, Tremont Street, Unit 3, Boston, Suffolk County, Massachusetts, 02118","617, Shawmut Avenue, Unit 177, Roxbury, Suffolk County, Massachusetts, 02118"
"280, Beacon Street, Unit 22, Boston, Suffolk County, Massachusetts, 02116","363, Beacon Street, Unit bf, Boston, Suffolk County, Massachusetts, 02116","17, Cortes Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116"
"400, Beacon Street, Boston, Suffolk County, Massachusetts, 02116","363, Beacon Street, Unit bf, Boston, Suffolk County, Massachusetts, 02116","29, Monsignor Reynolds Way, Unit 221, Boston, Suffolk County, Massachusetts, 02118"
"180, Beacon Street, Unit 5g, Boston, Suffolk County, Massachusetts, 02116","135, Commonwealth Avenue, Unit 5, Boston, Suffolk County, Massachusetts, 02116","138, west Concord Street, Boston, Suffolk County, Massachusetts, 02118"
"81, Newbury Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","36, Newbury Street, Unit 2, Boston, Suffolk County, Massachusetts, 02116","10, Forsyth Street, Unit 245, Boston, Suffolk County, Massachusetts, 02115"
"83, Montgomery Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","30, Dartmouth Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","97, Myrtle Street, Unit 1, Boston, Suffolk County, Massachusetts, 02114"
"135, Commonwealth Avenue, Unit 5, Boston, Suffolk County, Massachusetts, 02116","57, Commonwealth Avenue, Unit 11, Boston, Suffolk County, Massachusetts, 02116","35, Anderson Street, Boston, Suffolk County, Massachusetts, 02114"
"50, Commonwealth Avenue, Unit 905, Boston, Suffolk County, Massachusetts, 02116","12, Commonwealth Avenue, Unit 202, Boston, Suffolk County, Massachusetts, 02116","10, Emerson Place, Unit 17h, Boston, Suffolk County, Massachusetts, 02114"
"214, Commonwealth Avenue, Boston, Suffolk County, Massachusetts, 02116","170, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","55 a, Garden Street, Unit 1, Boston, Suffolk County, Massachusetts, 02114"
"645, Boylston Street, Boston, Suffolk County, Massachusetts, 02116","135, Commonwealth Avenue, Unit 5, Boston, Suffolk County, Massachusetts, 02116","40, Fay Street, Unit h-703, Boston, Suffolk County, Massachusetts, 02118"
"214, Commonwealth Avenue, Boston, Suffolk County, Massachusetts, 02116","275, Beacon Street, Unit 9, Boston, Suffolk County, Massachusetts, 02116","52, Irving Street, Boston, Suffolk County, Massachusetts, 02114"
"201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","251, Newbury Street, Boston, Suffolk County, Massachusetts, 02116","860, Harrison Avenue, Unit 315, Roxbury, Suffolk County, Massachusetts, 02118"
"45, Stuart Street, Unit 209, Boston, Suffolk County, Massachusetts, 02116","110, Stuart Street, Unit 21j, Boston, Suffolk County, Massachusetts, 02116","118, Huntington Avenue, Unit 1104, Boston, Suffolk County, Massachusetts, 02116"
"85, Saint Botolph Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","233, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","71, Revere Street, Boston, Suffolk County, Massachusetts, 02114"
"233, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","144, Warren Avenue, Unit 2, Boston, Suffolk County, Massachusetts, 02116","206, Cambridge Street, Boston, Suffolk County, Massachusetts, 02114"
"281, Beacon Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","160, Commonwealth Avenue, Unit 510, Boston, Suffolk County, Massachusetts, 02116","87, west Cedar Street, Unit 1b, Boston, Suffolk County, Massachusetts, 02114"
"12, Commonwealth Avenue, Unit 202, Boston, Suffolk County, Massachusetts, 02116","81, Newbury Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","295, Huntington Avenue, Unit 2001, Boston, Suffolk County, Massachusetts, 02115"
"180, Beacon Street, Unit 5g, Boston, Suffolk County, Massachusetts, 02116","171, Beacon Street, Unit 1-3, Boston, Suffolk County, Massachusetts, 02116","183, Massachusetts Avenue, Unit 601, Boston, Suffolk County, Massachusetts, 02115"
"30, Dartmouth Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","189, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","45, Joy Street, Unit g, Boston, Suffolk County, Massachusetts, 02114"
"214, Commonwealth Avenue, Boston, Suffolk County, Massachusetts, 02116","255, Newbury Street, Unit 33, Boston, Suffolk County, Massachusetts, 02116","1, Longfellow Place, Unit 819, Boston, Suffolk County, Massachusetts, 02114"
"7, Cortes Street, Unit 3b, Boston, Suffolk County, Massachusetts, 02116","9, Fayette Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","295, Huntington Avenue, Unit 2001, Boston, Suffolk County, Massachusetts, 02115"
"333, Columbus Avenue, Unit 46, Boston, Suffolk County, Massachusetts, 02116","37, Gray Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","1, Canal Street, Unit 59, Boston, Suffolk County, Massachusetts, 02114"
"45, Stuart Street, Unit 209, Boston, Suffolk County, Massachusetts, 02116","110, Stuart Street, Unit 21j, Boston, Suffolk County, Massachusetts, 02116","170, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116"
"118, Huntington Avenue, Unit 1104, Boston, Suffolk County, Massachusetts, 02116","69, Saint Botolph Street, Unit 2, Boston, Suffolk County, Massachusetts, 02116","1686, Washington Street, Unit 4, Boston, Suffolk County, Massachusetts, 02118"
"254, Commonwealth Avenue, Unit 1, Boston, Suffolk County, Massachusetts, 02116","363, Beacon Street, Unit bf, Boston, Suffolk County, Massachusetts, 02116","407, Shawmut Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02118"
"285, Columbus Avenue, Unit 509, Boston, Suffolk County, Massachusetts, 02116","333, Columbus Avenue, Unit 46, Boston, Suffolk County, Massachusetts, 02116","97, Myrtle Street, Unit 1, Boston, Suffolk County, Massachusetts, 02114"
"170, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","222, Beacon Street, Unit 44, Boston, Suffolk County, Massachusetts, 02116","27, Wareham Street, Unit ph, Boston, Suffolk County, Massachusetts, 02118"
"160, Commonwealth Avenue, Unit 503, Boston, Suffolk County, Massachusetts, 02116","201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","17, west Dedham Street, Boston, Suffolk County, Massachusetts, 02118"
"256, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","262, Newbury Street, Unit 4b, Boston, Suffolk County, Massachusetts, 02116","45, Rutland Street, Unit 2, Boston, Suffolk County, Massachusetts, 02118"
"9, Fayette Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","110, Stuart Street, Unit 21j, Boston, Suffolk County, Massachusetts, 02116","1, Canal Street, Unit 289, Boston, Suffolk County, Massachusetts, 02114"
"254, Commonwealth Avenue, Unit 1, Boston, Suffolk County, Massachusetts, 02116","363, Beacon Street, Unit bf, Boston, Suffolk County, Massachusetts, 02116","35, Northampton Street, Unit 1509, Roxbury, Suffolk County, Massachusetts, 02118"
"17, Cortes Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","7, Cortes Street, Unit 3b, Boston, Suffolk County, Massachusetts, 02116","254, Commonwealth Avenue, Unit 1, Boston, Suffolk County, Massachusetts, 02116"
"37, Gray Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","329, Columbus Avenue, Unit d, Boston, Suffolk County, Massachusetts, 02116","281, Beacon Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116"
"30, Dartmouth Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","22 b, Aguadilla Street, Boston, Suffolk County, Massachusetts, 02118","199, Massachusetts Avenue, Unit 512, Boston, Suffolk County, Massachusetts, 02115"
"69, Saint Botolph Street, Unit 2, Boston, Suffolk County, Massachusetts, 02116","150, Huntington Avenue, Unit sk9, Boston, Suffolk County, Massachusetts, 02115","60, Joy Street, Unit 301, Boston, Suffolk County, Massachusetts, 02114"
"160, Commonwealth Avenue, Unit 503, Boston, Suffolk County, Massachusetts, 02116","201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","10, Forsyth Street, Unit 245, Boston, Suffolk County, Massachusetts, 02115"
"233, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","189, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","121, Saint Stephen Street, Unit 14, Boston, Suffolk County, Massachusetts, 02115"
"85, Saint Botolph Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","23, Braddock Park, Unit 3, Boston, Suffolk County, Massachusetts, 02116","4, Longfellow Place, Unit 1106, Boston, Suffolk County, Massachusetts, 02114"
"14, Clarendon Street, Unit 302, Boston, Suffolk County, Massachusetts, 02116","135 a, Warren Avenue, Boston, Suffolk County, Massachusetts, 02116","319 r, Longwood Avenue, Roxbury, Suffolk County, Massachusetts, 02115"
"46, Commonwealth Avenue, Unit 6, Boston, Suffolk County, Massachusetts, 02116","57, Commonwealth Avenue, Unit 11, Boston, Suffolk County, Massachusetts, 02116","407, Shawmut Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02118"
"27, Columbus Avenue, Boston, Suffolk County, Massachusetts, 02116","377, Boylston Street, Boston, Suffolk County, Massachusetts, 02116","407, Shawmut Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02118"
"153, Warren Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02116","83, Montgomery Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","281, Beacon Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116"
"275, Beacon Street, Unit 9, Boston, Suffolk County, Massachusetts, 02116","160, Commonwealth Avenue, Unit 503, Boston, Suffolk County, Massachusetts, 02116","399, Massachusetts Avenue, Unit 4, Boston, Suffolk County, Massachusetts, 02115"
"14, Clarendon Street, Unit 302, Boston, Suffolk County, Massachusetts, 02116","37, Gray Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","135, Charles Street, Unit 5, Boston, Suffolk County, Massachusetts, 02114"
"201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","256, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","37, Monsignor Reynolds Way, Unit 238, Boston, Suffolk County, Massachusetts, 02118"
"254, Commonwealth Avenue, Unit 1, Boston, Suffolk County, Massachusetts, 02116","214, Commonwealth Avenue, Boston, Suffolk County, Massachusetts, 02116","138, west Concord Street, Boston, Suffolk County, Massachusetts, 02118"
"7, Cortes Street, Unit 3a, Boston, Suffolk County, Massachusetts, 02116","7, Cortes Street, Unit 3b, Boston, Suffolk County, Massachusetts, 02116","72, Staniford Street, Boston, Suffolk County, Massachusetts, 02114"
"132, Chandler Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","153, Warren Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02116","71, Revere Street, Boston, Suffolk County, Massachusetts, 02114"
"45, Stuart Street, Unit 209, Boston, Suffolk County, Massachusetts, 02116","110, Stuart Street, Unit 21j, Boston, Suffolk County, Massachusetts, 02116","254, Commonwealth Avenue, Unit 1, Boston, Suffolk County, Massachusetts, 02116"
"110, Stuart Street, Unit 21j, Boston, Suffolk County, Massachusetts, 02116","9, Fayette Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","251, Newbury Street, Boston, Suffolk County, Massachusetts, 02116"
"14, Clarendon Street, Unit 302, Boston, Suffolk County, Massachusetts, 02116","132, Chandler Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","1, Longfellow Place, Unit 819, Boston, Suffolk County, Massachusetts, 02114"
"46, Commonwealth Avenue, Unit 6, Boston, Suffolk County, Massachusetts, 02116","81, Newbury Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","150, Huntington Avenue, Unit nm7, Boston, Suffolk County, Massachusetts, 02115"
"135, Commonwealth Avenue, Unit 5, Boston, Suffolk County, Massachusetts, 02116","160, Commonwealth Avenue, Unit 503, Boston, Suffolk County, Massachusetts, 02116","80, Fenwood Road, Unit 906, Roxbury, Suffolk County, Massachusetts, 02115"
"50, Commonwealth Avenue, Unit 905, Boston, Suffolk County, Massachusetts, 02116","377, Boylston Street, Boston, Suffolk County, Massachusetts, 02116","9, Mission Street, Roxbury, Suffolk County, Massachusetts, 02115"
"132, Chandler Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","233, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","10, Emerson Place, Unit 17h, Boston, Suffolk County, Massachusetts, 02114"
"400, Beacon Street, Boston, Suffolk County, Massachusetts, 02116","290, Commonwealth Avenue, Unit 22, Boston, Suffolk County, Massachusetts, 02115","9, Hawthorne Place, Unit 16-e, Boston, Suffolk County, Massachusetts, 02114"
"171, Beacon Street, Unit 1-3, Boston, Suffolk County, Massachusetts, 02116","46, Commonwealth Avenue, Unit 6, Boston, Suffolk County, Massachusetts, 02116","144, Warren Avenue, Unit 2, Boston, Suffolk County, Massachusetts, 02116"
"329, Columbus Avenue, Unit d, Boston, Suffolk County, Massachusetts, 02116","151, Warren Avenue, Boston, Suffolk County, Massachusetts, 02116","9, Mission Street, Roxbury, Suffolk County, Massachusetts, 02115"
"153, Warren Avenue, Unit 3, Boston, Suffolk County, Massachusetts, 02116","189, west Canton Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","110, Beverly Street, Unit 222, Boston, Suffolk County, Massachusetts, 02114"
"303, Columbus Avenue, Unit 705, Boston, Suffolk County, Massachusetts, 02116","135 a, Warren Avenue, Boston, Suffolk County, Massachusetts, 02116","55 a, Garden Street, Unit 1, Boston, Suffolk County, Massachusetts, 02114"
"400, Beacon Street, Boston, Suffolk County, Massachusetts, 02116","319, Commonwealth Avenue, Boston, Suffolk County, Massachusetts, 02115","26, Worcester Street, Unit 305, Boston, Suffolk County, Massachusetts, 02118"
"37, Gray Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","548, Tremont Street, Unit 5, Boston, Suffolk County, Massachusetts, 02118","1, Emerson Place, Unit 10a, Boston, Suffolk County, Massachusetts, 02114"
"256, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","201, Newbury Street, Unit 509, Boston, Suffolk County, Massachusetts, 02116","9, Hawthorne Place, Unit 15-m, Boston, Suffolk County, Massachusetts, 02114"
"83, Montgomery Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","132, Chandler Street, Unit 4, Boston, Suffolk County, Massachusetts, 02116","72, Staniford Street, Boston, Suffolk County, Massachusetts, 02114"
"251, Newbury Street, Boston, Suffolk County, Massachusetts, 02116","262, Newbury Street, Unit 4b, Boston, Suffolk County, Massachusetts, 02116","72, Staniford Street, Boston, Suffolk County, Massachusetts, 02114"
"222, Beacon Street, Unit 44, Boston, Suffolk County, Massachusetts, 02116","135, Commonwealth Avenue, Unit 5, Boston, Suffolk County, Massachusetts, 02116","663, Tremont Street, Unit 3, Boston, Suffolk County, Massachusetts, 02118"
"170, Marlborough Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","281, Beacon Street, Unit 1, Boston, Suffolk County, Massachusetts, 02116","10, Emerson Place, Unit 16j, Boston, Suffolk County, Massachusetts, 02114"
"38, Lawrence Street, Unit 3, Boston, Suffolk County, Massachusetts, 02116","135 a, Warren Avenue, Boston, Suffolk County, Massachusetts, 02116","65, Burbank Street, Unit 9, Boston, Suffolk County, Massachusetts, 02115"
"280, Beacon Street, Unit 22, Boston, Suffolk County, Massachusetts, 02116","275, Beacon Street, Unit 9, Boston, Suffolk County, Massachusetts, 02116","691, Massachusetts Avenue, Unit g-2, Boston, Suffolk County, Massachusetts, 02118"
"50, Commonwealth Avenue, Unit 905, Boston, Suffolk County, Massachusetts, 02116","2, Commonwealth Avenue, Unit 8-e, Boston, Suffolk County, Massachusetts, 02116","17, west Dedham Street, Boston, Suffolk County, Massachusetts, 02118"
"23, Braddock Park, Unit 3, Boston, Suffolk County, Massachusetts, 02116","150, Huntington Avenue, Unit nm7, Boston, Suffolk County, Massachusetts, 02115","72, Staniford Street, Boston, Suffolk County, Massachusetts, 02114"
